filename,X1,Y1,X2,Y2,X3,Y3,X4,Y4,type,,,
003463cd82e84dcead1096befcb4c154.jpg,1341,544,1393,544,1393,596,1341,596,19,,1367,570
0034cfabcaaa4e339aa6a0552489ee5b.jpg,2066,929,2118,929,2118,981,2066,981,4,,2092,955
00378889fe05442fa3f2ef62cd99d9ef.jpg,781,466,833,466,833,518,781,518,19,,807,492
00378a4389e942ae957183277d586460.jpg,1275,382,1327,382,1327,434,1275,434,6,,1301,408
003890c37f414e638b2a942b4b7ec134.jpg,1039,596,1091,596,1091,648,1039,648,6,,1065,622
004002c1629345f995097f29d3a76973.jpg,1815,945,1867,945,1867,997,1815,997,4,,1841,971
0044a1ce0a064a5cbea4ba40efc79280.jpg,784,963,836,963,836,1015,784,1015,8,,810,989
0046a1a695094940b65e096ae58ea92f.jpg,711,677,763,677,763,729,711,729,14,,737,703
004adfcbce6f443abeecbe6d2f9c176c.jpg,1288,551,1340,551,1340,603,1288,603,3,,1314,577
004fc108e24c4489a4133e4b51f5097d.jpg,904,975,956,975,956,1027,904,1027,12,,930,1001
005024d9d41346b9a7494ae95e3fb8d4.jpg,1142,1310,1194,1310,1194,1362,1142,1362,12,,1168,1336
0050d978ebc9405290841f0b51224dfd.jpg,1367,876,1419,876,1419,928,1367,928,2,,1393,902
00538d498c1b44c8adbcc4bd5584ba01.jpg,1407,334,1459,334,1459,386,1407,386,18,,1433,360
005b2e6252954e178528773d2b2e9e6c.jpg,656,849,708,849,708,901,656,901,9,,682,875
005b57dd290e42c5b22aac4da4517d68.jpg,1703,372,1755,372,1755,424,1703,424,9,,1729,398
005d2d4ff3744677bafdb26d3d6ceb4c.jpg,713,529,765,529,765,581,713,581,13,,739,555
00609fae5f7342e582e75254efb10b9d.jpg,1497,1049,1549,1049,1549,1101,1497,1101,9,,1523,1075
006118ad63244a9babd1498006c0e5f5.jpg,1197,1042,1249,1042,1249,1094,1197,1094,19,,1223,1068
0062d235967249e1ab5cad806d9ae6ed.jpg,2088,623,2140,623,2140,675,2088,675,16,,2114,649
006c83266ba84fbf92fbc4977df7e326.jpg,1837,1048,1889,1048,1889,1100,1837,1100,17,,1863,1074
006e86f9375a4233b83987723ef07de7.jpg,1748,1049,1800,1049,1800,1101,1748,1101,2,,1774,1075
006f85f225ff479387309258a54e152d.jpg,1648,1044,1700,1044,1700,1096,1648,1096,2,,1674,1070
007101e009934ab6b20d7158d2fd10f7.jpg,2319,627,2371,627,2371,679,2319,679,15,,2345,653
007123c22e43449786a89e5c99d86352.jpg,1110,524,1162,524,1162,576,1110,576,1,,1136,550
0075dfc785f24730ad3fa765d8d638df.jpg,1997,513,2049,513,2049,565,1997,565,5,,2023,539
00780a4e131b4c8a808f1fc31fbcf424.jpg,1728,535,1780,535,1780,587,1728,587,12,,1754,561
007d3123c2af41ef89283b57f3c280b5.jpg,1123,604,1175,604,1175,656,1123,656,13,,1149,630
007e56ed8fbd4eec80f0fc63f8d90371.jpg,817,678,869,678,869,730,817,730,6,,843,704
00808c4d40b04a678a4546d6f7234bf3.jpg,1140,1098,1192,1098,1192,1150,1140,1150,16,,1166,1124
0082845e1f104884bf6cad5001a2459f.jpg,621,1163,673,1163,673,1215,621,1215,2,,647,1189
0088483fc16943738497d1a81c427eab.jpg,883,668,935,668,935,720,883,720,8,,909,694
008dfea73eff4e2c93c065a3cda627d9.jpg,1468,1126,1520,1126,1520,1178,1468,1178,16,,1494,1152
00963a31d9c644cd8bfadaa1d6bec6ed.jpg,2087,339,2139,339,2139,391,2087,391,2,,2113,365
0099810fa13a4188bb9cb202a1c4a728.jpg,649,1008,701,1008,701,1060,649,1060,18,,675,1034
009a13e473f9450cb0d6ee18da81c877.jpg,1107,1078,1159,1078,1159,1130,1107,1130,8,,1133,1104
009aee3ed1da4ece8efa0dcf929d7c01.jpg,397,752,449,752,449,804,397,804,8,,423,778
009dcb07cd4d4cc5b9f139e5ccda3adc.jpg,1215,562,1267,562,1267,614,1215,614,16,,1241,588
00a54272db5b435d966c4efae9b571d1.jpg,1185,356,1237,356,1237,408,1185,408,13,,1211,382
00a64bf37bd9480aa7182b39a23c8897.jpg,1422,985,1474,985,1474,1037,1422,1037,9,,1448,1011
00aa5c3e98b84b6fb6b2b31ef9f95a5d.jpg,1968,315,2020,315,2020,367,1968,367,12,,1994,341
00aace9d07a34e178d0b42f47025f82a.jpg,1177,476,1229,476,1229,528,1177,528,13,,1203,502
00add34c6ff247bb86c92bacb6de18dd.jpg,1721,569,1773,569,1773,621,1721,621,15,,1747,595
00b180b7a1f342e0ad82efce79b3ecf5.jpg,1663,947,1715,947,1715,999,1663,999,11,,1689,973
00b1e3a91cb144b797c184987dc27dd3.jpg,961,684,1013,684,1013,736,961,736,11,,987,710
00b5b48dce014af0a0078d286c064dd3.jpg,986,643,1038,643,1038,695,986,695,12,,1012,669
00b7431b6bf44d03b29ebe47c4cb51a2.jpg,804,490,856,490,856,542,804,542,3,,830,516
00b8d3d925cb4f83affc707d13b1e87f.jpg,891,1030,943,1030,943,1082,891,1082,8,,917,1056
00bbda35d2154e979057b0a2356f7b5f.jpg,714,919,766,919,766,971,714,971,17,,740,945
00bd0d356f7c4abd8154ae5b007545a8.jpg,1182,787,1234,787,1234,839,1182,839,12,,1208,813
00bfd41ade7e447d9239ae97b895de42.jpg,656,574,708,574,708,626,656,626,12,,682,600
00c71133ea874b3eb3310c22bb4d059f.jpg,1483,937,1535,937,1535,989,1483,989,0,,1509,963
00ccd6ec412043e6993abb82be4bf194.jpg,1820,1080,1872,1080,1872,1132,1820,1132,14,,1846,1106
00cdb4b57d6744bbb8ae2edc0fa4ab51.jpg,1440,211,1492,211,1492,263,1440,263,7,,1466,237
00d14a37708f4aa38ebb9505524337e3.jpg,926,1130,978,1130,978,1182,926,1182,0,,952,1156
00d194f9c5bd4948ab0bf8fec17d1c0b.jpg,834,475,886,475,886,527,834,527,13,,860,501
00d420d7fb514227a6cd5c57b88f14b5.jpg,1465,669,1517,669,1517,721,1465,721,3,,1491,695
00d6e5e012cf411da3fcaab06703ff2f.jpg,720,701,772,701,772,753,720,753,4,,746,727
00e0b5005fef46b7ad6e3208b9274e35.jpg,1401,773,1453,773,1453,825,1401,825,0,,1427,799
00eadb8f9b974aca83591bfa5816c3b6.jpg,958,1079,1010,1079,1010,1131,958,1131,2,,984,1105
00eb1ca7cd0e4370b8bf2ad0f6b33c22.jpg,1638,1111,1690,1111,1690,1163,1638,1163,3,,1664,1137
00ec38c84a0c4a7eaac14c3eb5d16cc7.jpg,1403,124,1455,124,1455,176,1403,176,14,,1429,150
00f1ca0b32604ffebf6524600ef686fb.jpg,1845,779,1897,779,1897,831,1845,831,19,,1871,805
00f557f6d07f44089dd5736ef77e62e8.jpg,1556,809,1608,809,1608,861,1556,861,14,,1582,835
00f5c715a2c04718bd0430987d9ddd37.jpg,2529,899,2581,899,2581,951,2529,951,10,,2555,925
00f84c7fe820401b82b34c3e919a170e.jpg,1672,879,1724,879,1724,931,1672,931,9,,1698,905
00f8dcfee9ee47fd998a690d37ba16e5.jpg,875,761,927,761,927,813,875,813,9,,901,787
00fdd6e04d5549c8b0b5e55f5be91545.jpg,1732,1078,1784,1078,1784,1130,1732,1130,3,,1758,1104
0100fa73e4314a90a5d06d6ccb213b13.jpg,1274,1131,1326,1131,1326,1183,1274,1183,9,,1300,1157
010111b06baa47ae83b11269322c2c28.jpg,863,762,915,762,915,814,863,814,4,,889,788
0105c19d03e848d687b05581b46cbf49.jpg,1957,798,2009,798,2009,850,1957,850,1,,1983,824
01062550bc644778b1709b559dec4e89.jpg,2302,838,2354,838,2354,890,2302,890,11,,2328,864
010a519143df484989419cbf59f1763b.jpg,1205,1025,1257,1025,1257,1077,1205,1077,1,,1231,1051
010b114062ce450f878c47893828570e.jpg,2142,837,2194,837,2194,889,2142,889,3,,2168,863
010d477753c946d3a28115992e59a8c6.jpg,364,563,416,563,416,615,364,615,12,,390,589
010e7f5d1fa04e078a7e998d9d512085.jpg,1255,506,1307,506,1307,558,1255,558,0,,1281,532
01107b8dbf5a43049a2fa0f771ae118a.jpg,1640,578,1692,578,1692,630,1640,630,6,,1666,604
01108595961441dda9294e19e1d756ad.jpg,659,465,711,465,711,517,659,517,5,,685,491
0110901e98f84d8da194b87742c9e904.jpg,585,1004,637,1004,637,1056,585,1056,9,,611,1030
0110dd92c04c4f2b8781ba01c6fc2a3a.jpg,1936,793,1988,793,1988,845,1936,845,15,,1962,819
01132a48b61c4964a89c7352a581e07f.jpg,1496,696,1548,696,1548,748,1496,748,4,,1522,722
01145869cff14467834f88fcee020683.jpg,1088,630,1140,630,1140,682,1088,682,6,,1114,656
01175c74770342719db387364e90c0ff.jpg,412,614,464,614,464,666,412,666,11,,438,640
01188546574d49208206350e52ab54ee.jpg,1228,1186,1280,1186,1280,1238,1228,1238,6,,1254,1212
011d4b2badd941af934663c772e207b6.jpg,884,172,936,172,936,224,884,224,8,,910,198
011ffc3b26584280a9a850adac01037b.jpg,1103,923,1155,923,1155,975,1103,975,13,,1129,949
0127624e804b46948f128dd5fc9ab71a.jpg,1381,888,1433,888,1433,940,1381,940,17,,1407,914
012ef4ad036c47128c08e688e4403577.jpg,914,968,966,968,966,1020,914,1020,5,,940,994
01315c81111145c68f42c76455b3a8ec.jpg,1249,1021,1301,1021,1301,1073,1249,1073,7,,1275,1047
0132a74d59e7465cba2b32bc4a710774.jpg,1911,1185,1963,1185,1963,1237,1911,1237,18,,1937,1211
0134e2c2fe5243219103866a39a56ebb.jpg,1208,637,1260,637,1260,689,1208,689,5,,1234,663
0135218d13454ad59293192237ce2f18.jpg,1225,756,1277,756,1277,808,1225,808,4,,1251,782
0138a6f67ff142f2bd6a2c0c5da7959d.jpg,1516,1008,1568,1008,1568,1060,1516,1060,11,,1542,1034
013b2ad374f840d1acc580c4184cca4e.jpg,685,748,737,748,737,800,685,800,7,,711,774
014804b166164200be4ce7b7790991e8.jpg,950,1174,1002,1174,1002,1226,950,1226,7,,976,1200
0150bcbd6383496d8e278bb914897f6e.jpg,2093,566,2145,566,2145,618,2093,618,9,,2119,592
0152dd3f63414d7c95ce849a4db723e7.jpg,1187,822,1239,822,1239,874,1187,874,14,,1213,848
0155e3d7bf274c7fbeebd424e04e70fb.jpg,1108,627,1160,627,1160,679,1108,679,10,,1134,653
01595804f2d1440c98d9d6d5705f133a.jpg,1268,1183,1320,1183,1320,1235,1268,1235,10,,1294,1209
015c5c866d0045c79f7ea5433a386968.jpg,1350,1111,1402,1111,1402,1163,1350,1163,5,,1376,1137
015fb5126af54b8388c7aff0c2f058b8.jpg,1961,487,2013,487,2013,539,1961,539,10,,1987,513
01606b4756754d848e88b6f34c1a74fa.jpg,1090,1025,1142,1025,1142,1077,1090,1077,1,,1116,1051
016492a0e2b94cfd96fc31cae62e5f13.jpg,1370,537,1422,537,1422,589,1370,589,12,,1396,563
01649779036045ebacd542419341d386.jpg,1018,832,1070,832,1070,884,1018,884,6,,1044,858
016c4f1eea334f1aba95e2d452c010dc.jpg,657,517,709,517,709,569,657,569,14,,683,543
016d0fb4b2804028bc64cfdb0de8c19a.jpg,1306,872,1358,872,1358,924,1306,924,7,,1332,898
016ebc6699bd449fbb99951174745f67.jpg,1207,817,1259,817,1259,869,1207,869,5,,1233,843
016ec19bc4b94d24b3ae58c4ae548c69.jpg,1813,509,1865,509,1865,561,1813,561,7,,1839,535
017007f0afb6422ebe5805fd3604d887.jpg,2092,818,2144,818,2144,870,2092,870,7,,2118,844
01708d9a241046498e1d713b39b75e97.jpg,969,1223,1021,1223,1021,1275,969,1275,0,,995,1249
017cc1c0a0d34689a4c585e62c06451c.jpg,1432,1259,1484,1259,1484,1311,1432,1311,18,,1458,1285
017ee9e2eb8341fcb061f85d234d68fa.jpg,1090,408,1142,408,1142,460,1090,460,15,,1116,434
01807cc1f84344b9a62dd33f22216717.jpg,1178,983,1230,983,1230,1035,1178,1035,2,,1204,1009
0182ebb303d249c7b993b9aa00d4c32e.jpg,1644,736,1696,736,1696,788,1644,788,0,,1670,762
01887c4abb2a4473bbe0cda6b8940af2.jpg,1447,938,1499,938,1499,990,1447,990,13,,1473,964
018a98abb65c4a758195e7cec0db9ef7.jpg,262,1152,314,1152,314,1204,262,1204,9,,288,1178
01973ba3ed734d20bac1fa5b11f17586.jpg,1546,1020,1598,1020,1598,1072,1546,1072,17,,1572,1046
019bbd8a84064c9985e86aa2a0dc5af3.jpg,1816,1137,1868,1137,1868,1189,1816,1189,3,,1842,1163
01a69e100b854bbcb8539951c65fdc64.jpg,953,1098,1005,1098,1005,1150,953,1150,16,,979,1124
01a9659298134e3588d5e47bee63a817.jpg,1692,986,1744,986,1744,1038,1692,1038,16,,1718,1012
01a99627335f4255b3550d3c11740d5e.jpg,1680,741,1732,741,1732,793,1680,793,3,,1706,767
01aa02f38920409ebdfad510c54ba152.jpg,1515,63,1567,63,1567,115,1515,115,18,,1541,89
01aac86db27a4e78a50827d2ef3bc5ab.jpg,302,500,354,500,354,552,302,552,14,,328,526
01aba4139ede4a0a8540d33a84a770dd.jpg,780,1187,832,1187,832,1239,780,1239,16,,806,1213
01ac230b59ea4a179dbbaed2aaa7c8df.jpg,1180,533,1232,533,1232,585,1180,585,4,,1206,559
01ac9f7f605749cfb9cb988ccd0ff201.jpg,1275,909,1327,909,1327,961,1275,961,12,,1301,935
01b020a2625f4cb3b7c0f3418e746432.jpg,2066,510,2118,510,2118,562,2066,562,6,,2092,536
01b223626665413eacc7f5cc747e3899.jpg,1664,568,1716,568,1716,620,1664,620,14,,1690,594
01b2852b5f424d1786bee3f4bef9a01e.jpg,1031,294,1083,294,1083,346,1031,346,6,,1057,320
01b86c97230c4361b3a3516c1dee8108.jpg,1848,553,1900,553,1900,605,1848,605,1,,1874,579
01bea48f9ad0419eabbe00a0d5198b07.jpg,1058,617,1110,617,1110,669,1058,669,5,,1084,643
01c26f772e004f4bafbf972ef24efaaa.jpg,1258,453,1310,453,1310,505,1258,505,0,,1284,479
01c4b81d812f4394a98f9581d8b8c910.jpg,1403,515,1455,515,1455,567,1403,567,12,,1429,541
01c65a277d69434aadfd57cc09206326.jpg,1707,952,1759,952,1759,1004,1707,1004,3,,1733,978
01d0ddd240fc43e6872b1238a0ee8515.jpg,1000,604,1052,604,1052,656,1000,656,0,,1026,630
01d1312aed92437b9a596078848e4036.jpg,1555,1199,1607,1199,1607,1251,1555,1251,16,,1581,1225
01d24ec155fc40b5bff811293da43228.jpg,775,922,827,922,827,974,775,974,19,,801,948
01d28536f4e34b78af2554f20dc03730.jpg,1600,745,1652,745,1652,797,1600,797,12,,1626,771
01d5bc9bdc0d4c7f813446034c25a301.jpg,1289,862,1341,862,1341,914,1289,914,12,,1315,888
01d77624479441539cb9673d7495ae8c.jpg,1030,929,1082,929,1082,981,1030,981,13,,1056,955
01e17ea6b977409292cf13bdee17713d.jpg,775,532,827,532,827,584,775,584,7,,801,558
01e327cc65db450088704827dbc4cdb9.jpg,1349,445,1401,445,1401,497,1349,497,9,,1375,471
01e3bf55222940cda2463ebc3f372e2d.jpg,1778,1157,1830,1157,1830,1209,1778,1209,2,,1804,1183
01e50db47bbe403aa8550f45b42237d4.jpg,1010,531,1062,531,1062,583,1010,583,15,,1036,557
01e6eec20770437ba7f121991a8b77bf.jpg,521,404,573,404,573,456,521,456,14,,547,430
01e7d86b7c4b4bb893976378ec7e1e80.jpg,1602,1409,1654,1409,1654,1461,1602,1461,7,,1628,1435
01ec35a8cf1e4a6c8d479c6c22ac788f.jpg,1112,510,1164,510,1164,562,1112,562,1,,1138,536
01f1a9e5fe9d418281b8122e42a77a4d.jpg,1353,897,1405,897,1405,949,1353,949,14,,1379,923
01f36abad64c4f25b048c9123f042123.jpg,1535,427,1587,427,1587,479,1535,479,15,,1561,453
01f7d072f23a452194d2dbffea94bc33.jpg,1191,441,1243,441,1243,493,1191,493,10,,1217,467
01fb130c0a274ee3b8d5dcc52342b81b.jpg,1443,881,1495,881,1495,933,1443,933,19,,1469,907
0205dd907c294ee6a4191e571beafd4e.jpg,1101,584,1153,584,1153,636,1101,636,6,,1127,610
0206e2b237764738aca758d6901931eb.jpg,797,807,849,807,849,859,797,859,12,,823,833
0206eebfe7da420a97b41b4f5ed11ed2.jpg,838,657,890,657,890,709,838,709,6,,864,683
02077e00c4a54740b6983abc75fc0dcf.jpg,1025,422,1077,422,1077,474,1025,474,2,,1051,448
020da8b878b745648352b392b4607da1.jpg,1578,479,1630,479,1630,531,1578,531,16,,1604,505
02112a48430e434aa007944ad4aed672.jpg,1179,995,1231,995,1231,1047,1179,1047,2,,1205,1021
02158bbe16344fe095aa9c316fade1fa.jpg,1432,906,1484,906,1484,958,1432,958,4,,1458,932
02170aa6106445a1890df089b54047cc.jpg,1334,1032,1386,1032,1386,1084,1334,1084,1,,1360,1058
021b08f70a0b48d9800cf68f770e219f.jpg,1557,1089,1609,1089,1609,1141,1557,1141,7,,1583,1115
021bc963a5c142f9abf23fc002f76c45.jpg,941,670,993,670,993,722,941,722,5,,967,696
021da4bb88c047259ac4cc6f1a673b58.jpg,359,1145,411,1145,411,1197,359,1197,5,,385,1171
021fda51ef204794bd3ce726457373fc.jpg,987,622,1039,622,1039,674,987,674,17,,1013,648
02210db1314d443eb1d7efdf3a4bdd5d.jpg,1990,909,2042,909,2042,961,1990,961,17,,2016,935
0221af2fc33545c19051e64544f3a421.jpg,606,1074,658,1074,658,1126,606,1126,10,,632,1100
0225d5523e7a4549a80495bbc4c8a025.jpg,1479,1117,1531,1117,1531,1169,1479,1169,19,,1505,1143
022a4df16d4c45459040fe829a66af7d.jpg,553,1056,605,1056,605,1108,553,1108,5,,579,1082
022d70533b6c456ab5531d8ffd9a3ef8.jpg,1625,751,1677,751,1677,803,1625,803,19,,1651,777
0232b05301c94062afbefdb9fe7b26e1.jpg,1708,1031,1760,1031,1760,1083,1708,1083,11,,1734,1057
023355f07cad4dd28b1d89d3d2aa31dc.jpg,507,448,559,448,559,500,507,500,14,,533,474
023942a660d34231954c38cc025593e0.jpg,1780,847,1832,847,1832,899,1780,899,3,,1806,873
023c7ef1d0e44f9c8687dbe56fbe63db.jpg,713,600,765,600,765,652,713,652,14,,739,626
02457b91bf3346138ef9938b58ac70c4.jpg,925,855,977,855,977,907,925,907,18,,951,881
02481f399c8b48a78f13c04e21bcd11a.jpg,2779,536,2831,536,2831,588,2779,588,4,,2805,562
02498a9bcb3642f186ff3a36d45f2d00.jpg,1919,324,1971,324,1971,376,1919,376,12,,1945,350
025197dee52544e78a550c6c48e1b337.jpg,1248,981,1300,981,1300,1033,1248,1033,6,,1274,1007
02525f2e4a2746c89303c95eadd7c7d7.jpg,1098,711,1150,711,1150,763,1098,763,10,,1124,737
02559e3a6c854fec9664af350d28a24c.jpg,2160,328,2212,328,2212,380,2160,380,18,,2186,354
0257df5c46dd48ffb2cc30b07b267f7b.jpg,1274,1177,1326,1177,1326,1229,1274,1229,4,,1300,1203
0258aeab438a4a43b894fdacf1442565.jpg,1184,962,1236,962,1236,1014,1184,1014,4,,1210,988
0261b5cc593b4854b7ed478594433a33.jpg,1143,698,1195,698,1195,750,1143,750,17,,1169,724
0263e98e7dbf4011ae519900c4ea1c72.jpg,1320,714,1372,714,1372,766,1320,766,11,,1346,740
027394f1088143e198cf215c90017e16.jpg,1606,975,1658,975,1658,1027,1606,1027,5,,1632,1001
027f67efda7d469a9753b33443e170e5.jpg,1771,488,1823,488,1823,540,1771,540,14,,1797,514
0286108c8bff4e82b86cb28d5c6e176f.jpg,1757,148,1809,148,1809,200,1757,200,14,,1783,174
0290d80074a94ecc8fa6f51623d527c5.jpg,1425,525,1477,525,1477,577,1425,577,12,,1451,551
0293b541cb1d4bab85ee8599c5a98ec7.jpg,881,728,933,728,933,780,881,780,19,,907,754
0295594153e84c0998984e07e51b9747.jpg,1296,881,1348,881,1348,933,1296,933,4,,1322,907
0297b633ba0f4c26a04bbcc498d7d704.jpg,877,936,929,936,929,988,877,988,1,,903,962
029b138b85b84ee88246d229ea7caafa.jpg,1393,731,1445,731,1445,783,1393,783,13,,1419,757
029f1453cea74848abe48cdaa4086fb9.jpg,1534,987,1586,987,1586,1039,1534,1039,10,,1560,1013
02a175c745df4e7faf7f55a637dcf1f8.jpg,986,717,1038,717,1038,769,986,769,5,,1012,743
02a5a616c6b04074bc15f02e238fce3f.jpg,489,504,541,504,541,556,489,556,5,,515,530
02aa833c787742e48be3b2e0e99c4224.jpg,778,854,830,854,830,906,778,906,3,,804,880
02b0669bb6fc4fbbbe5171c7e1d7adb2.jpg,1230,875,1282,875,1282,927,1230,927,5,,1256,901
02b1c2eca4924a21b0656351e9258cd0.jpg,1957,695,2009,695,2009,747,1957,747,6,,1983,721
02b26e4d1c3f4067bd40492ed67aef92.jpg,1802,236,1854,236,1854,288,1802,288,5,,1828,262
02b64c4ac653498fa15c3ed865437dbe.jpg,1791,1071,1843,1071,1843,1123,1791,1123,14,,1817,1097
02b80991ead74a55b453ff25cfe4a1f4.jpg,1229,970,1281,970,1281,1022,1229,1022,14,,1255,996
02c22752c847450c808364f7608a756e.jpg,1827,750,1879,750,1879,802,1827,802,0,,1853,776
02c2df8fecd8456595eb51ff31514e26.jpg,2184,776,2236,776,2236,828,2184,828,16,,2210,802
02c6e70cd49b4015ba8d37f2772836ee.jpg,1554,552,1606,552,1606,604,1554,604,2,,1580,578
02c77e749cb141ea9cebe86d17090289.jpg,1435,1134,1487,1134,1487,1186,1435,1186,14,,1461,1160
02c8fd1c21d044d1bbae440666c73cd4.jpg,930,1169,982,1169,982,1221,930,1221,9,,956,1195
02cb65e2c5544e808cee58fa1a9283fd.jpg,978,627,1030,627,1030,679,978,679,6,,1004,653
02d13f69c34c41908d102758c98c8df1.jpg,1324,1330,1376,1330,1376,1382,1324,1382,19,,1350,1356
02d300ba318d419695b75797a1793577.jpg,1003,606,1055,606,1055,658,1003,658,0,,1029,632
02db399d2e1144d8aa8829efc14eedfe.jpg,1132,1013,1184,1013,1184,1065,1132,1065,15,,1158,1039
02dd1e5f24794a12aeea3cd95a3c227a.jpg,1268,592,1320,592,1320,644,1268,644,11,,1294,618
02e0d659453b42c18a8ba85cf9994e7a.jpg,1343,731,1395,731,1395,783,1343,783,6,,1369,757
02e3287e4de04ac59e2586dc7e2602d4.jpg,1214,904,1266,904,1266,956,1214,956,11,,1240,930
02e5c10e22834dd69c29a5e648d880e3.jpg,996,1347,1048,1347,1048,1399,996,1399,9,,1022,1373
02e6f299a68b48dabbb9287cb9c15ebb.jpg,1735,821,1787,821,1787,873,1735,873,10,,1761,847
02ebe1dc5b7a47deb696ec4e1e074822.jpg,1699,610,1751,610,1751,662,1699,662,17,,1725,636
02ecdee341a9487c862e016989f3a7c1.jpg,1728,1117,1780,1117,1780,1169,1728,1169,16,,1754,1143
02f6b44242af4408b1b584617134f511.jpg,715,1180,767,1180,767,1232,715,1232,4,,741,1206
02f8a30727d64866a728c6bebc369f5e.jpg,887,375,939,375,939,427,887,427,14,,913,401
02fa42f8d98247fa98f28bb3a41a3273.jpg,1081,872,1133,872,1133,924,1081,924,0,,1107,898
02fc21d248a240f589a7dc561738e8cd.jpg,1043,587,1095,587,1095,639,1043,639,10,,1069,613
02fe50541154499ca28b9ab84378573c.jpg,783,878,835,878,835,930,783,930,11,,809,904
02fe68d8447645959869e4da56322ee9.jpg,1182,953,1234,953,1234,1005,1182,1005,5,,1208,979
02fe7b0e69e0405c9031f8309e14dfd1.jpg,1724,1093,1776,1093,1776,1145,1724,1145,9,,1750,1119
02ff8ea0fba44374815acf7abbc00d8a.jpg,545,868,597,868,597,920,545,920,0,,571,894
0301f2e3920e455aaf298defd7bff3fe.jpg,718,911,770,911,770,963,718,963,4,,744,937
0306eaf4de7c45df85b189be08822f90.jpg,1489,582,1541,582,1541,634,1489,634,16,,1515,608
0309d14aeb894ed7980476fe46c72610.jpg,318,772,370,772,370,824,318,824,9,,344,798
030a384bd31f42c19d570403dd85ae28.jpg,1524,1009,1576,1009,1576,1061,1524,1061,13,,1550,1035
030ec6ad723a4fefa9d0c3b9d0936b4b.jpg,579,540,631,540,631,592,579,592,10,,605,566
0310e639c2454754a42c0bd86e1b4aa1.jpg,2350,674,2402,674,2402,726,2350,726,3,,2376,700
0312e6c131b843849a03292b6fafeb3a.jpg,1855,694,1907,694,1907,746,1855,746,14,,1881,720
0313481b6376429ea41b0881b3fd9cdd.jpg,1789,911,1841,911,1841,963,1789,963,4,,1815,937
031621c893e241b3adba8c7360e14365.jpg,1089,941,1141,941,1141,993,1089,993,14,,1115,967
031fb35977de451195305dab9f67654c.jpg,1123,1163,1175,1163,1175,1215,1123,1215,17,,1149,1189
0320502c17bf4f71855f3225ef3d0c58.jpg,1740,650,1792,650,1792,702,1740,702,7,,1766,676
0322466b026649f08251591530b984a0.jpg,2260,857,2312,857,2312,909,2260,909,2,,2286,883
03236779e04f40b2904450a4e05247c5.jpg,1515,315,1567,315,1567,367,1515,367,11,,1541,341
0324a45fb79d49a0b52f66d50528fe10.jpg,1815,1101,1867,1101,1867,1153,1815,1153,14,,1841,1127
03258243f74641c7b1cb479b88f419c0.jpg,2018,715,2070,715,2070,767,2018,767,19,,2044,741
03299fdaef4744d3ba24573c2904a864.jpg,1012,899,1064,899,1064,951,1012,951,14,,1038,925
0329e091fe0641778c66f604fc575a75.jpg,1486,1156,1538,1156,1538,1208,1486,1208,0,,1512,1182
032c93570ec84f0f808a499deeb241e1.jpg,1231,972,1283,972,1283,1024,1231,1024,17,,1257,998
